| Alliance Tractor LLC - Mattoon                            | "Sales Department, ChadH@dealgreen.com"                                                 | "Sales Department, ChadH@dealgreen.com"                                                 |
| Alliance Tractor LLC - Newton                             | "Sales Department, ChadH@dealgreen.com"                                                 | "Sales Department, ChadH@dealgreen.com"                                                 |
| Alex Kerr Tillage - Mount Sterling                        | "Alex Kerr, Marketing Manager, g_kerr2@yahoo.com"                                       | "Alex Kerr, Marketing Manager, g_kerr2@yahoo.com"                                       |
| AHW - Somonauk                                            | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| Alliance Tractor LLC - Casey                              | "Sales Department, ChadH@dealgreen.com"                                                 | "Sales Department, ChadH@dealgreen.com"                                                 |
| AHW - New Holland                                         | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Watseka                                             | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Urbana                                              | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Melvin                                              | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Mount Pulaski                                       | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Monticello                                          | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Manteno                                             | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Elburn                                              | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Hoopeston                                           | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Dwight                                              | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Clinton                                             | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| AHW - Ashmore                                             | "AHW Sales, machinerypete@ahwllc.com"                                                   | "AHW Sales, machinerypete@ahwllc.com"                                                   |
| "Hoober, Inc. - Middletown"                               | "Kevin  Vandervort, kdvandervort@hoober.com"                                            | "Kevin  Vandervort, kdvandervort@hoober.com"                                            |
| "Hoober, Inc. - Seaford"                                  | "Kevin Vandervort, kvandervort@hoober.com"                                              | "Kevin Vandervort, kvandervort@hoober.com"                                              |
| "Binkley & Hurst, LP - Seaford"                           | "George Bradley, george.bradley@binkleyhurst.com"                                       | "George Bradley, george.bradley@binkleyhurst.com"                                       |
| Atlantic Tractor LLC - Newark                             | "Sales Department, lmalkus-lyons@atjd.net"                                              | "Sales Department, lmalkus-lyons@atjd.net"                                              |
| Atlantic Tractor LLC - Clayton                            | "Sales Department, lmalkus-lyons.@atjd.net"                                             | "Sales Department, lmalkus-lyons.@atjd.net"                                             |
| "SunSouth, LLC - Donalsonville"                           | "Sales, Sales, bharrell@sunsouth.com"                                                   | "Sales, Sales, bharrell@sunsouth.com"                                                   |
| "SunSouth, LLC - Columbus"                                | "Sales, Parts Manager, aallen@sunsouth.com"                                             | "Sales, Parts Manager, aallen@sunsouth.com"                                             |
| "SunSouth, LLC - Carrollton"                              | "Sales, Store Manager, jdenney@sunsouth.com"                                            | "Sales, Store Manager, jdenney@sunsouth.com"                                            |
| "SunSouth, LLC - Barnesville"                             | "Sales, Store Manager, jellington@sunsouth.com"                                         | "Sales, Store Manager, jellington@sunsouth.com"                                         |
| Perrin Farm Equipment - Tifton                            | "Chuck Perrin, chuckperrin75@gmail.com"                                                 | "Chuck Perrin, chuckperrin75@gmail.com"                                                 |
| "SunSouth, LLC - Blakely"                                 | "Sales, Store Manager, dcunningham@sunsouth.com"                                        | "Sales, Store Manager, dcunningham@sunsouth.com"                                        |
| Lasseter Tractor Company - Unadilla                       | "Wes Rhodes, Sales, Wes@lasseterimplement.com"                                          | "Wes Rhodes, Sales, Wes@lasseterimplement.com"                                          |
| Lasseter Tractor Company - Ocilla                         | "Brock Young, Store Manager, brock@lasseterimplement.com"                               | "Brock Young, Store Manager, brock@lasseterimplement.com"                               |
| Lasseter Tractor Company - Moultrie                       | "Tal Etheredge, Sales Manager, tal@lassetertractor.com"                                 | "Tal Etheredge, Sales Manager, tal@lassetertractor.com"                                 |
| "Lasseter Tractor Company, LLC - Tifton"                  | "Matt Murphy, Store Manager, bct31643@yahoo.com"                                        | "Matt Murphy, Store Manager, bct31643@yahoo.com"                                        |
| Lasseter Tractor Company - Lyons                          | "Chris Hopkins, Store Manager, chris@lasseterimplement.com"                             | "Chris Hopkins, Store Manager, chris@lasseterimplement.com"                             |
| Lasseter Tractor Company - Douglas                        | "John Hayes, Owner/General Manager, jhayes@lasseterimplement.com"                       | "John Hayes, Owner/General Manager, jhayes@lasseterimplement.com"                       |
| Haney Farm & Ranch Supply - Rockmart                      | "Tyson Floyd, Sales Manager, tfloyd5022@aol.com"                                        | "Tyson Floyd, Sales Manager, tfloyd5022@aol.com"                                        |
| Georgia Deer Farm & Agri Center                           | "Sales Department, rogerharrod@live.com"                                                | "Sales Department, rogerharrod@live.com"                                                |
| Flint Equipment Company - Leesburg                        | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| Flint Equipment Company - Sylvester                       | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| Flint Equipment Company - Sycamore                        | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| Flint Equipment Company - Pelham                          | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| Flint Equipment Company - Cuthbert                        | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| Flint Equipment Company - Cordele                         | "sales Department, eclaxton@flintequipco.com"                                           | "sales Department, eclaxton@flintequipco.com"                                           |
| Elite Ag - Leesburg                                       | "Sales Department, adam@eliteagco.com"                                                  | "Sales Department, adam@eliteagco.com"                                                  |
| Flint Equipment Company - Colquitt                        | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| Flint Equipment Company - Americus                        | "Sales Department, eclaxton@flintequipco.com"                                           | "Sales Department, eclaxton@flintequipco.com"                                           |
| "Blanchard Equipment Company, Inc. - Waynesboro"          | "Sales, jegay@blanchardequipment.com"                                                   | "Sales, jegay@blanchardequipment.com"                                                   |
| DeMott Machinery - Moultrie                               | "John DeMott, Sales, john@demottauction.com"                                            | "John DeMott, Sales, john@demottauction.com"                                            |
| "Blanchard Equipment Company, Inc. - Pooler"              | "Sales, augusta@blanchardequipment.com"                                                 | "Sales, augusta@blanchardequipment.com"                                                 |
| "Blanchard Equipment Company, Inc. - Swainsboro"          | "Sales, mblackbburn@blanchardequipment.com"                                             | "Sales, mblackbburn@blanchardequipment.com"                                             |
| "Blanchard Equipment Company, Inc. - Tennille"            | "Sales, jmeeks@blanchardequipment.com"                                                  | "Sales, jmeeks@blanchardequipment.com"                                                  |
| "Blanchard Equipment Company, Inc. - Statesboro"          | "Sales, dsmith@blanchardequipment.com"                                                  | "Sales, dsmith@blanchardequipment.com"                                                  |
| "Blanchard Equipment Company, Inc. - Louisville"          | "Sales, jgay@blanchardequipment.com"                                                    | "Sales, jgay@blanchardequipment.com"                                                    |
| "Blanchard Equipment Company, Inc. - Augusta"             | "Sales, Sales, bburke@blanchardequipment.com"                                           | "Sales, Sales, bburke@blanchardequipment.com"                                           |
| "Atlantic & Southern Equipment, LLC - Lake City"          | Sales Department                                                                        | Sales Department                                                                        |
| "Blanchard Equipment Company, Inc. - Dublin"              | "Sales, jdulin@blanchardequipment.com"                                                  | "Sales, jdulin@blanchardequipment.com"                                                  |
| "Atlantic & Southern Equipment, LLC - Tifton"             | Sales Department                                                                        | Sales Department                                                                        |
| Ag-Pro LLC - Valdosta                                     | "Jay Pittman, WvaldostaGM@agproco.com"                                                  | "Jay Pittman, WvaldostaGM@agproco.com"                                                  |
| Ag-Pro LLC - Thomasville                                  | "Eric Smith, Store Manager, wthomasvillegm@agproco.com"                                 | "Eric Smith, Store Manager, wthomasvillegm@agproco.com"                                 |
| "Ag-Pro LLC - Rome, GA"                                   | Sales Department                                                                        | Sales Department                                                                        |
| Ag-Pro LLC - Milledgeville                                | "Jordan Long, Store Manager, WmilledgevilleGM@agproco.com"                              | "Jordan Long, Store Manager, WmilledgevilleGM@agproco.com"                              |
| Ag-Pro LLC - Quitman                                      | "Chris Waters, CWaters@agproco.com"                                                     | "Chris Waters, CWaters@agproco.com"                                                     |
| Ag-Pro LLC - Newnan                                       | "Sales Department, WNewnanGM@agproco.com"                                               | "Sales Department, WNewnanGM@agproco.com"                                               |
| Ag-Pro LLC - Mershon                                      | "Kyle Lock, Store Manager, WmershonGM@agproco.com"                                      | "Kyle Lock, Store Manager, WmershonGM@agproco.com"                                      |
| Ag-Pro LLC - Madison                                      | "Jamie Waldrip, Store Manager/Sales, WMadisonGM@agproco.com"                            | "Jamie Waldrip, Store Manager/Sales, WMadisonGM@agproco.com"                            |
| Ag-Pro LLC - McDonough                                    | "Sales Department, WMcDonoughGM@agproco.com"                                            | "Sales Department, WMcDonoughGM@agproco.com"                                            |
| Ag-Pro LLC - Macon                                        | "Sales Department, WMaconGM@agproco.com"                                                | "Sales Department, WMaconGM@agproco.com"                                                |
| Ag-Pro LLC - Jasper                                       | "Sales Department, WJasperGM@agproco.com"                                               | "Sales Department, WJasperGM@agproco.com"                                               |
| Ag-Pro LLC - Grayson                                      | "John Bedingfield, WGraysonGM@agproco.com"                                              | "John Bedingfield, WGraysonGM@agproco.com"                                              |
| Ag-Pro LLC - Dalton                                       | "Austin Wallen, WDaltonGM@agproco.com"                                                  | "Austin Wallen, WDaltonGM@agproco.com"                                                  |
| Ag-Pro LLC - Dixie                                        | "Nicholas Inman, Store Manager, NGamble@agproco.com"                                    | "Nicholas Inman, Store Manager, NGamble@agproco.com"                                    |
| Ag-Pro LLC - Conyers                                      | "Jeff King, JKing@agproco.com"                                                          | "Jeff King, JKing@agproco.com"                                                          |
| Ag-Pro LLC - Dacula                                       | "Cliff Porter, WDaculaGM@agproco.com"                                                   | "Cliff Porter, WDaculaGM@agproco.com"                                                   |
| Ag-Pro LLC - Gainsville                                   | "Alan Thomas, WGAGainesvilleGM@agproco.com"                                             | "Alan Thomas, WGAGainesvilleGM@agproco.com"                                             |
| Ag-Pro LLC - Cairo                                        | "Nathan Gamble, Store Manager, WCairoGM@agproco.com"                                    | "Nathan Gamble, Store Manager, WCairoGM@agproco.com"                                    |
| Ag-Pro LLC - Cartersville                                 | "Sales Department, WCartersvilleGM@agproco.com"                                         | "Sales Department, WCartersvilleGM@agproco.com"                                         |
| Ag-Pro LLC - Carnesville                                  | "Kevin  Payne, WCarnesvilleGM@agproco.com"                                              | "Kevin  Payne, WCarnesvilleGM@agproco.com"                                              |
| Ag-Pro LLC - Brunswick                                    | "Sales Department, infor@agprocompanies.com"                                            | "Sales Department, infor@agprocompanies.com"                                            |
| Ag-Pro LLC - Athens                                       | "John Ayers, WAthensGM@agproco.com"                                                     | "John Ayers, WAthensGM@agproco.com"                                                     |
| Beard Equipment Co. - Ocala                               | "Herman Bloch, Sales, hbloch@beardequipment.com"                                        | "Herman Bloch, Sales, hbloch@beardequipment.com"                                        |
| Ag-Pro LLC - Bainbridge                                   | "Kyle Vickers, Store Manager, WBainbridgeGM@agproco.com"                                | "Kyle Vickers, Store Manager, WBainbridgeGM@agproco.com"                                |
| Glade & Grove Supply - Belle Glade                        | "Curtis Wager, Sales Manager, ihwager@gmail.com"                                        | "Curtis Wager, Sales Manager, ihwager@gmail.com"                                        |
| Beard Equipment Co. - Pensacola                           | "Mike Odom, Used Equipment Manager, modom@beardequipment.com"                           | "Mike Odom, Used Equipment Manager, modom@beardequipment.com"                           |
| Ag-Pro LLC - Ocala                                        | "Kelly Tabor, Store Manager, WOcalaGM@agproco.com"                                      | "Kelly Tabor, Store Manager, WOcalaGM@agproco.com"                                      |
| Ag-Pro LLC - Tallahassee                                  | "Dave Emerson, General Manager, wtallahasseegm@agproco.com"                             | "Dave Emerson, General Manager, wtallahasseegm@agproco.com"                             |
| Futch's Tractor Depot - Hastings                          | "Shawn Sadler, shawn@futchsdepot.com"                                                   | "Shawn Sadler, shawn@futchsdepot.com"                                                   |
| Ag-Pro LLC - Lake City                                    | "John Spivey, jspivey@agproco.com"                                                      | "John Spivey, jspivey@agproco.com"                                                      |
| Ag-Pro LLC - Middleburg                                   | "Seve Sanders, General Manager, WMiddleburgGM@agproco.com"                              | "Seve Sanders, General Manager, WMiddleburgGM@agproco.com"                              |
| Ag-Pro LLC - Jacksonville                                 | "Bill Roberson, WJacksonvilleGM@agproco.com"                                            | "Bill Roberson, WJacksonvilleGM@agproco.com"                                            |
| Ag-Pro LLC - Hastings                                     | "Charlie Fortner, Store Manager, WHastingsGM@agproco.com"                               | "Charlie Fortner, Store Manager, WHastingsGM@agproco.com"                               |
| Ag-Pro LLC - Gainesville                                  | "John Healy, Store Manager, WGainesvilleflGM@agproco.com"                               | "John Healy, Store Manager, WGainesvilleflGM@agproco.com"                               |
| Ag-Pro LLC - Live Oak                                     | "J.T. Hingson, Store Manager, WLiveOakGM@agproco.com"                                   | "J.T. Hingson, Store Manager, WLiveOakGM@agproco.com"                                   |
| Ag-Pro LLC - Crystal River                                | "Alex  Fresonke, AFresonke@agproco.com"                                                 | "Alex  Fresonke, AFresonke@agproco.com"                                                 |
| Stotz Equipment - Preston                                 | "Eldon Jacklin, ejacklin@stotzeq.com"                                                   | "Eldon Jacklin, ejacklin@stotzeq.com"                                                   |
| Ag-Pro LLC - Chiefland                                    | "Jonah Brock, Store Manager, WChieflandGM@agproco.com"                                  | "Jonah Brock, Store Manager, WChieflandGM@agproco.com"                                  |
| Stotz Equipment - Burley                                  | "Golden Zollinger, gzollinger@stotzeq.com"                                              | "Golden Zollinger, gzollinger@stotzeq.com"                                              |
| Stotz Equipment - American Falls                          | "Mike Lindsay, mlindsay@stotzeq.com"                                                    | "Mike Lindsay, mlindsay@stotzeq.com"                                                    |
| South Fork Equipment LLC                                  | "Steve Yearsley, southforkequipment@gmail.com"                                          | "Steve Yearsley, southforkequipment@gmail.com"                                          |
| Pioneer Equipment Company - Rupert                        | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             |
| Pioneer Equipment Company - Blackfoot                     | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             |
| Pioneer Equipment Company - Rexburg                       | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             |
| Pioneer Equipment Company - Idaho Falls                   | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             |
| Idaquip Sales and Rentals - Jerome                        | "Alan Floyd, idaquip.floyd@gmail.com"                                                   | "Alan Floyd, idaquip.floyd@gmail.com"                                                   |
| "Hobby Time Equipment, LLC. - Blackfoot"                  | "Sales Department, hobbytimeequipment@gmail.com"                                        | "Sales Department, hobbytimeequipment@gmail.com"                                        |
| Pioneer Equipment Company - American Falls                | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             | "Brand Mackert, Wholesale Marketing Manager, bmackert@pioneerequipment.com"             |
| "C & B Operations, LLC - Rexburg"                         | "Jay Hymas, Store Manager, hymasj@deerequipment.com"                                    | "Jay Hymas, Store Manager, hymasj@deerequipment.com"                                    |
| "C & B Operations, LLC - Blackfoot"                       | "Brian Harrington, Sales Facilitator, harringtonb@deerequipment.com"                    | "Brian Harrington, Sales Facilitator, harringtonb@deerequipment.com"                    |
| "C & B Operations, LLC - Idaho Falls"                     | "Chad Kenison, Store Manager, KenisonC@deerequipment.com"                               | "Chad Kenison, Store Manager, KenisonC@deerequipment.com"                               |
| Campbell Tractor & Implement - Wendell                    | "Scott Olson, Store Manager, marketing@campbelltractor.com"                             | "Scott Olson, Store Manager, marketing@campbelltractor.com"                             |
| Campbell Tractor & Implement - Nampa                      | "Dan Campbell, General Manager, marketing@campbelltractor.com"                          | "Dan Campbell, General Manager, marketing@campbelltractor.com"                          |
| Campbell Tractor & Implement - Homedale                   | "Jared Wiersma, Store Manager, marketing@campbelltractor.com"                           | "Jared Wiersma, Store Manager, marketing@campbelltractor.com"                           |
| Campbell Tractor & Implement - Glenns Ferry               | "Jack Shrum, Store Manager/Service Manager, marketing@campbelltractor.com"              | "Jack Shrum, Store Manager/Service Manager, marketing@campbelltractor.com"              |
| Bell Equipment - Grangeville                              | "Brian Webster, bwebster@belleq.com"                                                    | "Brian Webster, bwebster@belleq.com"                                                    |
| Berry Machinery Management Services - Meridian            | "Chris Berry, Owner, chris@berrymachinery.com"                                          | "Chris Berry, Owner, chris@berrymachinery.com"                                          |
| Bell Equipment - Nezperce                                 | "Brian  Webster, bwebster@belleq.com"                                                   | "Brian  Webster, bwebster@belleq.com"                                                   |
| Campbell Tractor & Implement - Fruitland                  | "Jared Wiersma, Equipment Manager, marketing@campbelltractor.com"                       | "Jared Wiersma, Equipment Manager, marketing@campbelltractor.com"                       |
| Agri-Service - Sugar City                                 | "Jason Merrill, Store Manager, jasonmerrill@agri-service.com"                           | "Jason Merrill, Store Manager, jasonmerrill@agri-service.com"                           |
| Agri-Service - Terreton                                   | "Tom Ricks, Branch Manager, tomricks@agri-service.com"                                  | "Tom Ricks, Branch Manager, tomricks@agri-service.com"                                  |
| "Storrer Implement, Inc. - Iola"                          | "Sales Department, sales@storrerimplement.com"                                          | "Sales Department, sales@storrerimplement.com"                                          |
| Agri-Service - Marsing                                    | "Brant Schorr, Store Manager, brantschorr@agri-service.com"                             | "Brant Schorr, Store Manager, brantschorr@agri-service.com"                             |
| Agri-Service - Buhl                                       | "Forest Ward, Store Manager, forestward@agri-service.com"                               | "Forest Ward, Store Manager, forestward@agri-service.com"                               |
| Agri-Service - Blackfoot                                  | "Steve Bair, Store Manager, stevebair@agri-service.com"                                 | "Steve Bair, Store Manager, stevebair@agri-service.com"                                 |
| "Schmidt & Sons, Inc. - Winfield"                         | "Barry Schmidt, winfield@schmidtinc.com"                                                | "Barry Schmidt, winfield@schmidtinc.com"                                                |
| Skyview Equipment - Hiawatha                              | "Daron Bauerle, General Manager, dbauerle1@hotmail.com"                                 | "Daron Bauerle, General Manager, dbauerle1@hotmail.com"                                 |
| "Schmidt & Sons, Inc. - Mt. Hope"                         | "Nancy White, Marketing Manager, inquire@schmidtinc.com"                                | "Nancy White, Marketing Manager, inquire@schmidtinc.com"                                |
| Romans Outdoor Power - Louisburg                          | "David Rohl, daverohl@gmail.com"                                                        | "David Rohl, daverohl@gmail.com"                                                        |
| PrairieLand Partners LLC - Wichita                        | "Doug Schmidt, Store Manager, plpjd@plpjd.com"                                          | "Doug Schmidt, Store Manager, plpjd@plpjd.com"                                          |
| PrairieLand Partners LLC - Winfield                       | "Curtis  Trecek, Store Manager, plpjd@plpjd.com"                                        | "Curtis  Trecek, Store Manager, plpjd@plpjd.com"                                        |
| Romans Outdoor Power - Independence                       | "Nate Carter, nate@kckubota.com"                                                        | "Nate Carter, nate@kckubota.com"                                                        |
| PrairieLand Partners LLC  - Wamego                        | "Michael Adams, Store Manager, plpjd@plpjd.com"                                         | "Michael Adams, Store Manager, plpjd@plpjd.com"                                         |
| PrairieLand Partners LLC - McPherson                      | "Kelly Pitts, Store Manager, plpjd@plpjd.com"                                           | "Kelly Pitts, Store Manager, plpjd@plpjd.com"                                           |
| PrairieLand Partners LLC - Marion                         | "Brad Wheeler, Store Manager, plpjd@plpjd.com"                                          | "Brad Wheeler, Store Manager, plpjd@plpjd.com"                                          |
| PrairieLand Partners LLC - Kingman                        | "Jerid Befort, Store Manager, plpjd@plpjd.com"                                          | "Jerid Befort, Store Manager, plpjd@plpjd.com"                                          |
| PrairieLand Partners LLC - Iola                           | "Dale Lalman, Site Manager, plpjd@plpjd.com"                                            | "Dale Lalman, Site Manager, plpjd@plpjd.com"                                            |
| PrairieLand Partners LLC - Concordia                      | "Ryan Anderson, Store Manager, plpjd@plpjd.com"                                         | "Ryan Anderson, Store Manager, plpjd@plpjd.com"                                         |
| PrairieLand Partners LLC - Hutchinson                     | "Mike Ramsey, Store Manager, plpjd@plpjd.com"                                           | "Mike Ramsey, Store Manager, plpjd@plpjd.com"                                           |
| PrairieLand Partners LLC - Independence                   | "John  Stewart, Sales Manager, plpjd@plpjd.com"                                         | "John  Stewart, Sales Manager, plpjd@plpjd.com"                                         |
| PrairieLand Partners LLC - Emporia                        | "Nik  Roth, Store Manager, plpjd@plpjd.com"                                             | "Nik  Roth, Store Manager, plpjd@plpjd.com"                                             |
| PrairieLand Partners LLC - Andale                         | "Fred Seiler, Store Manager, plpjd@plpjd.com"                                           | "Fred Seiler, Store Manager, plpjd@plpjd.com"                                           |
| Plains Equipment Group - Oberlin                          | "Sales Department, sales@plainseg.com"                                                  | "Sales Department, sales@plainseg.com"                                                  |
| PrairieLand Partners LLC - Anthony                        | "Pat  Myers, Store Manager, plpjd@plpjd.com"                                            | "Pat  Myers, Store Manager, plpjd@plpjd.com"                                            |
| PrairieLand Partners LLC  - Clay Center                   | "Charles Cyr, Store Manager, plpjd@plpjd.com"                                           | "Charles Cyr, Store Manager, plpjd@plpjd.com"                                           |
| PrairieLand Partners LLC - Abilene                        | "Troy Leith, Store Manager, plpjd@plpjd.com"                                            | "Troy Leith, Store Manager, plpjd@plpjd.com"                                            |
| "Larry's Diesel Repair, LLC - Frontenac"                  | "Dennis Burns, dennis.b@larrysdiesel.com"                                               | "Dennis Burns, dennis.b@larrysdiesel.com"                                               |
| Oakley AG Center - Oakley                                 | "Josh Lowrie, Sales Manager, josh@oakleyag.com"                                         | "Josh Lowrie, Sales Manager, josh@oakleyag.com"                                         |
| "Lang Diesel, Inc. - Topeka"                              | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - South Hutchinson"                    | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Smith Center"                        | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Salina"                              | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Ellinwood"                           | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Hays"                                | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Hillsboro"                           | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Garden City"                         | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "LandMark Implement, Inc. - Smith Center"                 | "Matt Lyon, Store Manager, leads@landmarkimp.com"                                       | "Matt Lyon, Store Manager, leads@landmarkimp.com"                                       |
| "Lang Diesel, Inc. - Colby"                               | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "Lang Diesel, Inc. - Chanute"                             | "Sales Department, wholesale@langdieselinc.com"                                         | "Sales Department, wholesale@langdieselinc.com"                                         |
| "LandMark Implement, Inc. - Marysville"                   | "Brett Henry, Manager/Sales, leads@landmarkimp.com"                                     | "Brett Henry, Manager/Sales, leads@landmarkimp.com"                                     |
| Keating Tractor & Equipment - Liberal                     | "Alex Parsons, Sales Manager, alexparsons@keatingtractor.com"                           | "Alex Parsons, Sales Manager, alexparsons@keatingtractor.com"                           |
| "LandMark Implement, Inc. - Phillipsburg"                 | "Shane Christensen, Location Manager/Sales Professional, leads@landmarkimp.com"         | "Shane Christensen, Location Manager/Sales Professional, leads@landmarkimp.com"         |
| "KanEquip, Inc. - Herington"                              | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Marysville"                             | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Wamego"                                 | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Topeka"                                 | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Ottawa"                                 | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Garden City"                            | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Dodge City"                             | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| "KanEquip, Inc. - Ellsworth"                              | "Sales Department, Beth.Ernst@kanequip.com"                                             | "Sales Department, Beth.Ernst@kanequip.com"                                             |
| Jones Machinery Inc. - Smith Center                       | "Gayle Jones, jmi1@ruraltel.net"                                                        | "Gayle Jones, jmi1@ruraltel.net"                                                        |
| "Hoxie Implement Co., Inc. - Hoxie"                       | "Ed Heim, Sales Manager, ed@hoxieimplement.com"                                         | "Ed Heim, Sales Manager, ed@hoxieimplement.com"                                         |
| Heritage Tractor - Topeka                                 | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Heritage Tractor - Pittsburg                              | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Heritage Tractor - Lawrence                               | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Heritage Tractor - Seneca                                 | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Hiawatha Implement Co. - Hiawatha                         | "Larry Roeder, Owner, roederlarry@hiawathajd.com"                                       | "Larry Roeder, Owner, roederlarry@hiawathajd.com"                                       |
| Heritage Tractor - Olathe                                 | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Heritage Tractor - Atchison                               | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Heritage Tractor - Baldwin City                           | "Sales Department, hti@heritagetractor.com"                                             | "Sales Department, hti@heritagetractor.com"                                             |
| Heartland Tractor - Iola                                  | "Robert Storrer, Sales"                                                                 | "Robert Storrer, Sales"                                                                 |
| C & W Farm Supply                                         | "Jeff Sothers, thayne.clark@cwfarmsupply.com"                                           | "Jeff Sothers, thayne.clark@cwfarmsupply.com"                                           |
| Central Plains Equipment - Goodland                       | Sales Department                                                                        | Sales Department                                                                        |
