plyer_name,year,season_name,wk,game_date,opp,g,gs,urk
Emmauel Acho,2015,Preseason,1,08/16,IND,1,1,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,2,08/22,BAL,1,1,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,3,08/29,GB,0,0,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,10,11/15,MIA,0,0,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,11,11/22,TB,0,0,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,1,08/16,IND,1,1,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,2,08/22,BAL,1,1,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,3,08/29,GB,0,0,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,10,11/15,MIA,0,0,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Emmauel Acho,2015,Preseason,11,11/22,TB,0,0,http://www.nfl.com/player/emmanuelacho/2532781/gamelogs
Dick Abshe,1972,Regular Season,1,09/17,DAL,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,2,09/24,CLE,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,3,10/02,NYG,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,4,10/08,WAS,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,7,10/29,NO,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,12,12/03,WAS,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,13,12/10,CHI,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Dick Abshe,1972,Regular Season,14,12/17,STL,1,--,http://www.nfl.com/player/dickabsher/2508175/gamelogs
Isaako Aaiui,2015,Preseason,1,08/14,ATL,1,0,http://www.nfl.com/player/isaakoaaitui/2531731/gamelogs
Isaako Aaiui,2015,Preseason,2,08/23,STL,1,0,http://www.nfl.com/player/isaakoaaitui/2531731/gamelogs
Isaako Aaiui,2015,Preseason,3,08/28,KC,1,0,http://www.nfl.com/player/isaakoaaitui/2531731/gamelogs
Isaako Aaiui,2015,Preseason,4,09/03,MIN,1,0,http://www.nfl.com/player/isaakoaaitui/2531731/gamelogs
Geoge Achica,1985,Regular Season,1,09/08,PIT,1,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Geoge Achica,1985,Regular Season,6,10/13,DEN,0,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Geoge Achica,1985,Regular Season,7,10/20,BUF,0,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Geoge Achica,1985,Regular Season,8,10/27,GB,1,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Geoge Achica,1985,Regular Season,9,11/03,NYJ,1,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Geoge Achica,1985,Regular Season,10,11/10,NE,1,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Geoge Achica,1985,Regular Season,11,11/17,MIA,0,--,http://www.nfl.com/player/georgeachica/2508177/gamelogs
Kevi Abams,1999,Regular Season,8,10/31,TB,1,0,http://www.nfl.com/player/kevinabrams/2499353/gamelogs
Kevi Abams,1999,Regular Season,9,11/07,STL,0,0,http://www.nfl.com/player/kevinabrams/2499353/gamelogs
Kevi Abams,1999,Regular Season,10,11/14,ARI,0,0,http://www.nfl.com/player/kevinabrams/2499353/gamelogs
Kevi Abams,1999,Regular Season,11,11/21,GB,0,0,http://www.nfl.com/player/kevinabrams/2499353/gamelogs
Kevi Abams,1999,Regular Season,12,11/25,CHI,0,0,http://www.nfl.com/player/kevinabrams/2499353/gamelogs
Seve Ache,1987,Regular Season,3,10/04,GB,1,--,http://www.nfl.com/player/steveache/2508176/gamelogs
Seve Ache,1987,Regular Season,4,10/11,CHI,1,--,http://www.nfl.com/player/steveache/2508176/gamelogs
Seve Ache,1987,Regular Season,5,10/18,TB,1,--,http://www.nfl.com/player/steveache/2508176/gamelogs
Sid Abamowiz,1987,Regular Season,3,10/04,BUF,1,--,http://www.nfl.com/player/sidabramowitz/2508164/gamelogs
Sid Abamowiz,1987,Regular Season,4,10/11,NYJ,1,--,http://www.nfl.com/player/sidabramowitz/2508164/gamelogs
Sid Abamowiz,1987,Regular Season,5,10/18,PIT,1,--,http://www.nfl.com/player/sidabramowitz/2508164/gamelogs
Day Abamowicz,1975,Regular Season,4,10/12,BAL,0,--,http://www.nfl.com/player/dannyabramowicz/2508163/gamelogs
Day Abamowicz,1975,Regular Season,5,10/20,NYG,0,--,http://www.nfl.com/player/dannyabramowicz/2508163/gamelogs
Eaes Adams,1987,Regular Season,3,10/04,TB,1,--,http://www.nfl.com/player/earnestadams/2508201/gamelogs
Eaes Adams,1987,Regular Season,4,10/11,GB,1,--,http://www.nfl.com/player/earnestadams/2508201/gamelogs
Eaes Adams,1987,Regular Season,5,10/18,SEA,1,--,http://www.nfl.com/player/earnestadams/2508201/gamelogs
Doug Adams,1974,Regular Season,1,09/15,CLE,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,2,09/22,SD,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,3,09/29,SF,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,4,10/06,WAS,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,5,10/13,CLE,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,6,10/20,OAK,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,7,10/27,HOU,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,8,11/03,BAL,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,9,11/10,PIT,0,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,10,11/17,HOU,0,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,11,11/24,KC,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,12,12/02,MIA,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,13,12/08,DET,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Doug Adams,1974,Regular Season,14,12/14,PIT,1,--,http://www.nfl.com/player/dougadams/2508200/gamelogs
Louis Age,1992,Regular Season,1,09/06,DET,0,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,2,09/13,NO,0,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,3,09/21,NYG,1,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,4,09/27,ATL,1,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,5,10/04,MIN,1,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,15,12/13,PIT,1,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,16,12/20,DET,1,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Louis Age,1992,Regular Season,17,12/27,DAL,1,0,http://www.nfl.com/player/louisage/2499363/gamelogs
Mel Agee,1995,Regular Season,1,09/03,CAR,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,2,09/10,SF,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,3,09/17,NO,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,4,09/24,NYJ,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,5,10/01,NE,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,6,Bye,,--,--,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,7,10/12,STL,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,8,10/22,TB,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,9,10/29,DAL,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Al Afalava,2013,Preseason,1,08/08,WAS,1,0,http://www.nfl.com/player/alafalava/89682/gamelogs
Al Afalava,2013,Preseason,2,08/17,CIN,1,0,http://www.nfl.com/player/alafalava/89682/gamelogs
Al Afalava,2013,Preseason,4,08/29,MIN,1,0,http://www.nfl.com/player/alafalava/89682/gamelogs
Mel Agee,1995,Regular Season,10,11/05,DET,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,11,11/12,BUF,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,12,11/19,STL,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,13,11/26,ARI,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,14,12/03,MIA,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,15,12/10,NO,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,16,12/17,CAR,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,17,12/24,SF,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,18,12/31,GB,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,1,09/03,CAR,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,2,09/10,SF,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,3,09/17,NO,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,4,09/24,NYJ,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,5,10/01,NE,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,6,Bye,,--,--,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,7,10/12,STL,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,8,10/22,TB,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,9,10/29,DAL,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,10,11/05,DET,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,11,11/12,BUF,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,12,11/19,STL,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,13,11/26,ARI,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,14,12/03,MIA,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,15,12/10,NO,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,16,12/17,CAR,1,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,17,12/24,SF,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Mel Agee,1995,Regular Season,18,12/31,GB,0,0,http://www.nfl.com/player/melagee/2499364/gamelogs
Eik Affhole,1991,Regular Season,14,12/01,ATL,1,0,http://www.nfl.com/player/erikaffholter/2499362/gamelogs
Eik Affhole,1991,Regular Season,15,12/08,CHI,1,0,http://www.nfl.com/player/erikaffholter/2499362/gamelogs
Eik Affhole,1991,Regular Season,16,12/15,DET,1,0,http://www.nfl.com/player/erikaffholter/2499362/gamelogs
Eik Affhole,1991,Regular Season,17,12/21,MIN,1,0,http://www.nfl.com/player/erikaffholter/2499362/gamelogs
Daiel Adogo,2015,Preseason,1,08/16,PHI,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,2,08/22,CHI,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,3,08/29,STL,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,4,09/03,CIN,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,10,Bye,,--,--,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,11,11/22,ATL,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,12,11/29,TB,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,13,12/06,PIT,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,14,12/13,JAC,0,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,1,08/16,PHI,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,2,08/22,CHI,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,3,08/29,STL,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,4,09/03,CIN,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,10,Bye,,--,--,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,11,11/22,ATL,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,12,11/29,TB,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,13,12/06,PIT,1,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Daiel Adogo,2015,Preseason,14,12/13,JAC,0,0,http://www.nfl.com/player/danieladongo/2542272/gamelogs
Sam Adkis,1982,Regular Season,3,11/21,DEN,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Sam Adkis,1982,Regular Season,4,11/28,PIT,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Sam Adkis,1982,Regular Season,5,12/05,RAI,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Sam Adkis,1982,Regular Season,6,12/12,CHI,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Sam Adkis,1982,Regular Season,7,12/19,NE,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Sam Adkis,1982,Regular Season,8,12/26,CIN,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Sam Adkis,1982,Regular Season,9,01/02,DEN,0,--,http://www.nfl.com/player/samadkins/2508248/gamelogs
Pa Afiyie,2019,Preseason,1,08/08,ARI,0,0,http://www.nfl.com/player/patafriyie/2561572/gamelogs
Pa Afiyie,2019,Preseason,2,08/18,NO,0,0,http://www.nfl.com/player/patafriyie/2561572/gamelogs
Pa Afiyie,2019,Preseason,3,08/24,SEA,1,1,http://www.nfl.com/player/patafriyie/2561572/gamelogs
Pa Afiyie,2019,Preseason,4,08/29,SF,1,1,http://www.nfl.com/player/patafriyie/2561572/gamelogs
James Adkisso,2007,Preseason,1,08/11,ARI,1,0,http://www.nfl.com/player/jamesadkisson/2505333/gamelogs
James Adkisso,2007,Preseason,2,08/18,SF,1,0,http://www.nfl.com/player/jamesadkisson/2505333/gamelogs
James Adkisso,2007,Preseason,3,08/24,STL,1,0,http://www.nfl.com/player/jamesadkisson/2505333/gamelogs
James Adkisso,2007,Preseason,4,08/30,SEA,1,0,http://www.nfl.com/player/jamesadkisson/2505333/gamelogs
Gady Aldema,1974,Regular Season,1,09/15,GB,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,2,09/22,DET,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,3,09/29,CHI,0,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,4,10/06,DAL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,5,10/13,HOU,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,6,10/20,DET,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,7,10/27,NE,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,8,11/03,CHI,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,9,11/11,STL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,10,11/17,GB,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,11,11/24,LA,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,12,12/01,NO,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,13,12/07,ATL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,14,12/14,KC,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,15,12/21,STL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,16,12/29,LA,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,17,01/12,PIT,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,1,09/15,GB,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,2,09/22,DET,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,3,09/29,CHI,0,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,4,10/06,DAL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,5,10/13,HOU,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,6,10/20,DET,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,7,10/27,NE,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,8,11/03,CHI,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,9,11/11,STL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,10,11/17,GB,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,11,11/24,LA,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,12,12/01,NO,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,13,12/07,ATL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,14,12/14,KC,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,15,12/21,STL,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Sco Albio,2011,Preseason,1,08/15,NYJ,1,0,http://www.nfl.com/player/scottalbritton/2531276/gamelogs
Sco Albio,2011,Preseason,2,08/20,NO,1,0,http://www.nfl.com/player/scottalbritton/2531276/gamelogs
Sco Albio,2011,Preseason,3,08/27,SF,1,0,http://www.nfl.com/player/scottalbritton/2531276/gamelogs
Sco Albio,2011,Preseason,4,09/01,MIN,1,0,http://www.nfl.com/player/scottalbritton/2531276/gamelogs
Gady Aldema,1974,Regular Season,16,12/29,LA,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Gady Aldema,1974,Regular Season,17,01/12,PIT,1,--,http://www.nfl.com/player/gradyalderman/2508296/gamelogs
Zac Alco,2007,Preseason,1,08/11,PIT,1,0,http://www.nfl.com/player/zacalcorn/2506715/gamelogs
Zac Alco,2007,Preseason,2,08/18,SEA,1,0,http://www.nfl.com/player/zacalcorn/2506715/gamelogs
Zac Alco,2007,Preseason,3,08/23,JAC,1,0,http://www.nfl.com/player/zacalcorn/2506715/gamelogs
Zac Alco,2007,Preseason,4,08/30,TEN,1,0,http://www.nfl.com/player/zacalcorn/2506715/gamelogs
Spece Adkis,2014,Preseason,0,08/03,BUF,1,0,http://www.nfl.com/player/spenceradkins/238455/gamelogs
Spece Adkis,2014,Preseason,1,08/09,PIT,1,0,http://www.nfl.com/player/spenceradkins/238455/gamelogs
Spece Adkis,2014,Preseason,2,08/16,IND,1,0,http://www.nfl.com/player/spenceradkins/238455/gamelogs
Spece Adkis,2014,Preseason,3,08/22,NYJ,1,0,http://www.nfl.com/player/spenceradkins/238455/gamelogs
Vice Albio,1991,Regular Season,1,09/01,CLE,1,0,http://www.nfl.com/player/vincealbritton/2499375/gamelogs
Vice Albio,1991,Regular Season,2,09/09,WAS,1,0,http://www.nfl.com/player/vincealbritton/2499375/gamelogs
Vice Albio,1991,Regular Season,3,09/15,PHI,1,0,http://www.nfl.com/player/vincealbritton/2499375/gamelogs
Vice Albio,1991,Regular Season,4,09/22,PHO,1,0,http://www.nfl.com/player/vincealbritton/2499375/gamelogs
Vice Albio,1991,Regular Season,5,09/29,NYG,1,0,http://www.nfl.com/player/vincealbritton/2499375/gamelogs
Vice Albio,1991,Regular Season,6,10/06,GB,1,0,http://www.nfl.com/player/vincealbritton/2499375/gamelogs
Eha Albigh,2010,Regular Season,4,10/03,ARI,1,0,http://www.nfl.com/player/ethanalbright/2499374/gamelogs
Eha Albigh,2010,Regular Season,5,10/10,OAK,1,0,http://www.nfl.com/player/ethanalbright/2499374/gamelogs
Byso Albigh,2017,Preseason,1,08/11,TB,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,2,08/19,KC,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,3,08/27,WAS,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,4,08/31,IND,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,8,Bye,,--,--,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,9,11/05,SF,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,10,11/09,SEA,0,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,11,11/19,HOU,0,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,12,11/26,JAX,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,13,12/03,LA,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,14,12/10,TEN,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,15,12/17,WAS,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,16,12/24,NYG,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,17,12/31,SEA,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,1,08/11,TB,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,2,08/19,KC,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,3,08/27,WAS,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,4,08/31,IND,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,8,Bye,,--,--,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,9,11/05,SF,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,10,11/09,SEA,0,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,11,11/19,HOU,0,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,12,11/26,JAX,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,13,12/03,LA,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,14,12/10,TEN,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,15,12/17,WAS,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,16,12/24,NYG,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Byso Albigh,2017,Preseason,17,12/31,SEA,1,0,http://www.nfl.com/player/brysonalbright/2556458/gamelogs
Ia Albigh,1987,Regular Season,3,10/04,IND,1,--,http://www.nfl.com/player/iraalbright/2508292/gamelogs
Ia Albigh,1987,Regular Season,4,10/11,NE,1,--,http://www.nfl.com/player/iraalbright/2508292/gamelogs
Ia Albigh,1987,Regular Season,5,10/18,NYG,1,--,http://www.nfl.com/player/iraalbright/2508292/gamelogs
Aold Ale,1996,Regular Season,7,Bye,,--,--,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,8,10/21,OAK,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,9,10/27,SEA,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,10,11/03,IND,0,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,11,11/11,DET,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,12,11/17,TB,0,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,13,11/24,KC,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,14,12/01,NE,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,15,12/08,PIT,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,16,12/14,CHI,1,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Aold Ale,1996,Regular Season,17,12/22,DEN,0,0,http://www.nfl.com/player/arnoldale/2499379/gamelogs
Michael Alla,2008,Preseason,1,08/07,CHI,1,0,http://www.nfl.com/player/michaelallan/2495530/gamelogs
